timestep,time_elapsed,ego_velocity,desired_speed,distance_to_lead,lead_speed,mode
0,0.0,1.0845428554413616e-07,20,73.66726684570312,1.0040296203922465e-07,0
1,0.1,4.223329321673077e-08,20,73.66726684570312,1.2513945385354173e-07,0
2,0.2,1.660494560392473e-07,20,73.66726684570312,2.075643504250758e-07,0
3,0.30000000000000004,3.1374751352677587e-07,20,73.66726684570312,1.7954785727844546e-07,0
4,0.4,1.3344470235749988e-07,20,73.66726684570312,1.2646958600632048e-08,0
5,0.5,0.0019886494025958064,20,73.66726684570312,3.7702400278349576e-08,0
6,0.6000000000000001,0.8925732374203222,20,73.618408203125,0.07096428439250908,0
7,0.7000000000000001,1.2884952850872258,20,73.53524780273527,0.40336691203016234,0
8,0.8,1.7729182528217864,20,73.4294128418078,0.6037247788527426,0
9,0.9,2.2602184432797117,20,73.29412841797433,0.7874142272457619,0
10,1.0,2.9319867242132345,20,73.11486816448944,0.9482842304811895,0
11,1.1,3.7095755163218143,20,72.87741089054575,1.1074751971595482,0
12,1.2000000000000002,4.417096610544738,20,72.58193970207347,1.2525563335027237,0
13,1.3,5.118191365248518,20,72.23117066375983,1.4024434188662607,0
14,1.4000000000000001,5.829576748976251,20,71.82550050489706,1.5615028252926613,0
15,1.5,5.867241172430534,20,71.40200808335344,1.7204167965555326,0
16,1.6,6.455320235545057,20,70.97412113303,1.8751390115718003,0
17,1.7000000000000002,7.2292671207736205,20,70.47958379668948,2.0227513461324986,0
18,1.8,8.06096899828803,20,69.91757210061358,2.160888687904853,0
19,1.9000000000000001,8.944307103163931,20,69.28326426856123,2.28756715584378,0
20,2.0,9.24058607184549,20,68.58917250849453,2.4011771861109232,0
21,2.1,9.788189748688207,20,67.88906879181539,2.500488538810017,0
22,2.2,10.696493129840642,20,67.10891747848777,2.5846781930317557,0
23,2.3000000000000003,11.402211238218863,20,66.25824005289917,2.6533327309136165,0
24,2.4000000000000004,12.015958881616283,20,65.34930458296054,2.7064461919835288,0
25,2.5,12.590082302526836,20,64.38620042584343,2.7444071985468157,0
26,2.6,13.149097610502936,20,63.3696294859658,2.7679717758955715,0
27,2.7,13.590593518901885,20,62.30136178556768,2.7782232980981263,0
28,2.8000000000000003,13.64745536050351,20,61.22140586673422,2.776538393999912,0
29,2.9000000000000004,14.249243933928012,20,60.09677223158325,2.764539978893495,0
30,3.0,14.756386980765992,20,58.915528510363025,2.744249127121151,0
31,3.1,15.218614813445829,20,57.684266503252964,2.7178399776944824,0
32,3.2,15.661595584182773,20,56.40521399156787,2.6871631356611108,0
33,3.3000000000000003,16.09720444880002,20,55.07892029986417,2.6540684907967207,0
34,3.4000000000000004,16.53096413626957,20,53.70593474115851,2.620640775164735,0
35,3.5,16.745098320710824,20,52.294161378218085,2.5890245639261686,0
36,3.6,16.522863524200798,20,50.88559238484281,2.5613196095150443,0
37,3.7,16.131452634509376,20,49.507907205262306,2.539523144361469,0
38,3.8000000000000003,15.682488474346393,20,48.17099353585394,2.5254924492775013,0
39,3.9000000000000004,15.216870318148272,20,46.878788141796754,2.520916958273032,0
40,4.0,14.85967828287683,20,45.62933790371813,2.5272822575377387,0
41,4.1000000000000005,14.334738724586988,20,44.416356202769016,2.545835276267325,0
42,4.2,13.616890858871347,20,43.278020514025506,2.5775566300901915,0
43,4.3,13.001020366453647,20,42.208685088433604,2.623117944145426,0
44,4.4,12.43300907181902,20,41.2029177989319,2.682855865485302,0
45,4.5,12.098532618479249,20,40.25052577105921,2.7567444064419657,0
46,4.6000000000000005,12.096276272801882,20,39.320014887076596,2.844382547049039,0
47,4.7,12.372426085198407,20,38.38272915717072,2.9449818369698093,0
