timestep,time_elapsed,ego_velocity,desired_speed,distance_to_lead,lead_speed,mode
0,0.0,1.266685463330584e-08,20,54.076751708984375,1.0040296203922465e-07,0
1,0.1,1.646799978416048e-07,20,54.076751708984375,1.2513945385354173e-07,0
2,0.2,4.212891618685892e-08,20,54.076751708984375,2.075643504250758e-07,0
3,0.30000000000000004,1.1645241085118817e-07,20,54.076751708984375,1.7954785727844546e-07,0
4,0.4,1.6559938846042456e-07,20,54.076751708984375,1.2646958600632048e-08,0
5,0.5,0.001794652908108436,20,54.076751708984375,0.0008151750661734602,0
6,0.6000000000000001,0.782381296168911,20,54.05154418945326,0.41553491354230376,0
7,0.7000000000000001,1.2860758304762665,20,53.98968505861481,0.5721041911325221,0
8,0.8,1.7174859064675334,20,53.90017700213296,0.6834842913365279,0
9,0.9,2.294521863456212,20,53.773315429882885,0.8085915719203792,0
10,1.0,2.9662404738542474,20,53.599151611336815,0.9451741863641869,0
11,1.1,3.730041588608077,20,53.3645629882821,1.0741407892450923,0
12,1.2000000000000002,4.427377326334475,20,53.0711975097684,1.2056673961121163,0
13,1.3,5.124179484368613,20,52.72131347662336,1.3352191996838252,0
14,1.4000000000000001,5.459821832752286,20,52.324920654831395,1.4715953931583232,0
15,1.5,5.670877118822889,20,51.926116945054844,1.614388228182705,0
16,1.6,5.672422549847793,20,51.528778079831966,1.758812558297488,0
17,1.7000000000000002,6.963041957039063,20,51.08398438164527,1.903637312473451,0
18,1.8,8.107300019099304,20,50.523132335469036,2.048122320417221,0
19,1.9000000000000001,9.020320192016277,20,49.876770037657586,2.1916455479217407,0
20,2.0,9.820964150626136,20,49.16009524310819,2.333636220794786,0
21,2.1,9.98698932881495,20,48.4125976978318,2.4735457379012193,0
22,2.2,10.638895371974696,20,47.65014654278744,2.6108436177171384,0
23,2.3000000000000003,11.448121448712177,20,46.81100471868957,2.745025128144553,0
24,2.4000000000000004,12.114197196161225,20,45.91308604588388,2.8756141472333283,0
25,2.5,12.714856607463773,20,44.96548476379579,3.002164355356363,0
26,2.6,13.287862324927055,20,43.97167987659172,3.12427115614579,0
27,2.7,13.505617670591484,20,42.946991209336566,3.2415740606061036,0
28,2.8000000000000003,13.824237425626764,20,41.92135650795504,3.353762647800619,0
29,2.9000000000000004,14.385021803303038,20,40.85031166470435,3.4605770414418333,0
30,3.0,14.649612096478236,20,39.74600267621023,3.5618157776927006,0
31,3.1,14.456799182937573,20,38.65289365613824,3.657336997592704,0
32,3.2,14.093487403742438,20,37.59915232247014,3.7470589235564797,0
33,3.3000000000000003,13.821172361920606,20,36.586579216344134,3.8309622436023427,0
34,3.4000000000000004,13.15712794429994,20,35.62786964662254,3.9090877273278624,0
35,3.5,12.531687304327535,20,34.74383659933651,3.981540517361746,0
36,3.6,11.967683317377467,20,33.92511118289658,4.048479877283505,0
37,3.7,11.64597460617648,20,33.158967561500404,4.110123483244848,0
38,3.8000000000000003,11.63427968549799,20,32.41308762339057,4.1667464703804455,0
39,3.9000000000000004,11.910215817032217,20,31.657075865772907,4.21866975007429,0
40,4.0,12.339146117524406,20,30.868593428546912,4.266260963775136,0
41,4.1000000000000005,12.594217775105868,20,30.045778744937063,4.309925423116801,0
42,4.2,12.382434364536202,20,29.2301357150597,4.3501108783230285,0
43,4.3,11.982419472077007,20,28.451785186273323,4.387296550573357,0
44,4.4,11.51504941501551,20,27.721621924748277,4.421999331662207,0
45,4.5,11.169866973480255,20,27.037692808874368,4.454818605726934,0
46,4.6000000000000005,10.399299042772698,20,26.40008938506912,4.4869946263647735,0
47,4.7,9.597043368624654,20,25.860569452869996,4.5176810077113005,0
48,4.800000000000001,9.365176555786334,20,25.37048803420356,4.546985514691147,0
