timestep,time_elapsed,ego_velocity,desired_speed,distance_to_lead,lead_speed,mode
0,0.0,1.266685463330584e-08,20,50.730987548828125,1.0040296203922465e-07,0
1,0.1,1.646799978416048e-07,20,50.730987548828125,1.2513945385354173e-07,0
2,0.2,4.212891618685892e-08,20,50.730987548828125,2.075643504250758e-07,0
3,0.30000000000000004,1.1645241085118817e-07,20,50.730987548828125,1.7954785727844546e-07,0
4,0.4,1.6559938846042456e-07,20,50.732666015625,0.07113147543410057,0
5,0.5,0.001794652908108436,20,50.763977050781826,0.45684102111628333,0
6,0.6000000000000001,0.7823812961689111,20,50.77450561523667,0.7070104773955417,0
7,0.7000000000000001,1.2860758304762663,20,50.745727539081464,0.9054774628445565,0
8,0.8,1.7174859064675334,20,50.69338989258975,1.080834350157332,0
9,0.9,2.294521863455703,20,50.61068725586746,1.2695351225603921,0
10,1.0,2.9662404738539734,20,50.4864501953138,1.4753758349766362,0
11,1.1,3.7300415886126044,20,50.30975341796965,1.6953733685503047,0
12,1.2000000000000002,4.4273773263385685,20,50.083282470727674,1.9190750927153764,0
13,1.3,5.124179484363019,20,49.80969238289664,2.143143027773086,0
14,1.4000000000000001,5.459818018067156,20,49.49810791035208,2.364945509302212,0
15,1.5,5.670874734642518,20,49.192169189808254,2.582186089398871,0
16,1.6,5.672419211982425,20,48.894409180250335,2.7928131760983725,0
17,1.7000000000000002,6.963039572851036,20,48.55535888761878,2.994989754252315,0
18,1.8,8.107297158079804,20,48.10528564593974,3.1871179424305494,0
19,1.9000000000000001,9.02031637731106,20,47.573699953504565,3.367878809102395,0
20,2.0,9.820962243292865,20,46.974945072152984,3.536271711414966,0
21,2.1,9.986987421478567,20,46.34713745708029,3.6916526808603893,0
22,2.2,10.63889251096661,20,45.705474862307014,3.8337573111383816,0
23,2.3000000000000003,11.448117634003012,20,44.98693848933325,3.9627048117105823,0
24,2.4000000000000004,12.114194335148966,20,44.20840455883027,4.078987755281971,0
25,2.5,12.714853746454951,20,43.37832644068443,4.183455150511702,0
26,2.6,13.28785946392141,20,42.49957278750422,4.27728383153652,0
27,2.7,13.505613855903098,20,41.586669966759345,4.361973451240463,0
28,2.8000000000000003,13.824234564640376,20,40.669616758471804,4.439604927116987,0
29,2.9000000000000004,14.38501989598017,20,39.703460770428734,4.511291197069669,0
30,3.0,14.871310867005059,20,38.69262705251227,4.577763729483993,0
31,3.1,15.10320729851062,20,37.64962781187194,4.642455751813555,0
32,3.2,14.895936682362134,20,36.61682144716518,4.707411941956811,0
33,3.3000000000000003,14.523774804817686,20,35.62179584846752,4.774654089439162,0
34,3.4000000000000004,14.195530575447018,20,34.67047142587253,4.845840633984403,0
35,3.5,13.654905923438077,20,33.76290921291676,4.922673884381552,0
36,3.6,12.986272417682237,20,32.932159742243684,5.006865209053781,0
37,3.7,12.398197687881671,20,32.17013585683132,5.00435656765233,0
38,3.8000000000000003,12.055870534563377,20,31.46206703882076,5.054590008136196,0
39,3.9000000000000004,12.053102002154374,20,30.773193754358264,5.085358631874976,0
40,4.0,12.33083008572624,20,30.075745045970745,5.190990996403912,0
41,4.1000000000000005,12.751588352141509,20,29.3527532318098,5.29865876966408,0
42,4.2,13.240236795844435,20,28.59680263473779,5.456325058660475,0
43,4.3,13.526223721797903,20,27.812257471625223,5.588556065222175,0
44,4.4,13.308755462450563,20,27.045352151085517,5.771482970320984,0
45,4.5,12.883523513567718,20,26.329778551313414,5.9233654703854155,0
46,4.6000000000000005,12.388304256608025,20,25.678995497353807,6.121939486664928,0
47,4.7,11.874415865434068,20,25.09666593538691,6.288963367556067,0
48,4.800000000000001,11.57045885382073,20,24.576015827469792,6.491627197346362,0
49,4.9,11.575659193929178,20,24.086559412827313,6.668878453401561,0
50,5.0,11.854925529364671,20,23.599702986901473,6.863606712065994,0
51,5.1000000000000005,12.282646603044602,20,23.093872439870747,7.043575363704137,0
52,5.2,12.77337312688771,20,22.559121114433086,7.222612941263291,0
53,5.300000000000001,13.294657277761843,20,21.99056863687717,7.391404113681613,0
54,5.4,13.596566759854406,20,21.393375267969144,7.549961026420521,0
55,5.5,13.384730905130027,20,20.811732979314776,7.696149294557775,0
56,5.6000000000000005,12.960554674883877,20,20.27872519229309,7.828781273535192,0
57,5.7,12.464650679385452,20,19.804913126325204,7.9470518667078975,0
58,5.800000000000001,12.157092595041801,20,19.38456206217236,8.050605323848783,0
59,5.9,12.166777147124673,20,18.98654763569057,8.139538105586826,0
60,6.0,12.449943085398402,20,18.579685856244968,8.214379790807458,0
61,6.1000000000000005,12.640115291810135,20,18.15061566945609,8.276061144026452,0
62,6.2,12.40691712062097,20,17.733610546715,8.325868790430814,0
63,6.300000000000001,11.996240146501567,20,17.35613713213446,8.365406124326556,0
64,6.4,11.524894218997607,20,17.02729078728043,8.396528459846245,0
65,6.5,11.179004149660813,20,16.744357027909555,8.421296276531333,0
66,6.6000000000000005,10.40765420407493,20,16.506909467282426,8.441902726540025,0
67,6.7,9.603749624957901,20,16.366693899614848,8.460627846954361,0
68,6.800000000000001,9.396015549597351,20,16.274890972639678,8.479775548388453,0
69,6.9,9.57757748232491,20,16.182283299017044,8.50161640623378,0
70,7.0,9.841346731492115,20,16.06060673972636,8.528333205155302,0
71,7.1000000000000005,10.068707682626792,20,15.931251738201432,8.561976071693596,0
72,7.2,10.84111212523342,20,15.740083811061657,8.60439943882498,1
73,7.300000000000001,10.893301227122006,20,15.516039215385502,8.657224814738292,1
74,7.4,10.578592660668713,20,15.317989093343305,8.721778727165038,1
75,7.5,10.188260416754774,20,15.164539133364386,8.799066882191713,1
76,7.6000000000000005,9.91867338771443,20,15.051081290552123,8.88972080766466,1
77,7.7,8.880612372584393,20,15.02023332685598,8.993966264942989,1
78,7.800000000000001,8.26746778855837,20,15.08122709354779,9.11161001877281,1
79,7.9,7.909697317211052,20,15.194281990710083,9.148690342527106,1
80,8.0,7.646212236090463,20,15.335652814075825,9.082901658275063,1
81,8.1,7.43980740302996,20,15.488706705284663,8.932148308144189,1
82,8.200000000000001,7.273034903752031,20,15.641908256669481,8.719879561623422,1
83,8.3,7.136469109043812,20,15.786714504282596,8.464780049864112,1
84,8.4,7.024378436080156,20,15.916841479329367,8.181052951507839,1
85,8.5,6.932861877688421,20,16.027989458903022,7.878958808545938,1
86,8.6,6.893182369084937,20,16.115707291907974,7.5657461659315635,0
87,8.700000000000001,7.023536139793174,20,16.16793110625334,7.246487184112118,0
88,8.8,7.455938805024698,20,16.158681234898804,6.924776637282829,0
89,8.9,8.141388885864579,20,16.059951294295566,6.603176514384133,0
90,9.0,8.925746475642136,20,15.853652177717866,6.283616108635696,0
91,9.1,8.905363858422811,20,15.58639419593043,5.967609920738734,1
92,9.200000000000001,9.599166865067208,20,15.249984133387912,5.7103582346199335,1
93,9.3,9.826395279623481,20,14.842417367758884,5.4735200939482445,1
94,9.4,9.687188978873454,20,14.408843377148607,5.230996947322556,1
95,9.5,9.328883769172048,20,13.969136818499548,4.677813244057972,1
96,9.600000000000001,9.038382143532544,20,13.46578032150208,3.6260827395112574,1
97,9.700000000000001,8.254990402822138,20,12.906067382454367,2.574793190622741,1
98,9.8,7.475555739748959,20,12.3270798118463,1.5257329596538751,1
99,9.9,6.872948957158849,20,11.666388757463467,9.001695684373577e-05,1
100,10.0,6.327379215288083,20,11.01351890484017,0.0009106171280528859,1
101,10.100000000000001,5.964226759058175,20,10.408245105097066,0.0006839022261590297,1
102,10.200000000000001,4.870596538218173,20,9.85022894360383,0.0003593553425297332,1
103,10.3,2.2498605056315433,20,9.510926277336,0.0001537621424881446,1
104,10.4,0.0006539769612538848,20,9.425492014487473,5.503741278137611e-05,1
105,10.5,0.3349716391161569,20,9.415055569726364,3.1651054011590368e-06,1
106,10.600000000000001,0.5083330499326647,20,9.369471718362083,3.5302207628066483e-06,1
107,10.700000000000001,0.5816577709243222,20,9.31235293123157,2.1176447219709443e-06,1
108,10.8,0.6195542767266735,20,9.249923664019757,1.001843204223219e-06,1
109,10.9,0.6009067532474794,20,9.18912057877895,4.000047528493922e-07,1
110,11.0,0.6581926278595983,20,9.126712578714901,1.2269166244279366e-07,1
111,11.100000000000001,0.6468222360864321,20,9.064489776774446,8.101084454563807e-08,1
112,11.200000000000001,0.625295800102153,20,9.001287427100785,4.0397639436506256e-08,1
113,11.3,0.00014639094339084354,20,8.993034760777542,4.977799227470747e-08,1
114,11.4,0.00027080388798789737,20,8.99291374006962,3.0096291922009473e-09,1
115,11.5,0.00021632153954820695,20,8.992822974557297,6.784249755754543e-09,1
116,11.600000000000001,0.00012814997014468766,20,8.992732209060936,6.41174480490637e-09,1
117,11.700000000000001,0.0,20,8.992732209060936,7.855435833676327e-08,1
118,11.8,0.02339950069065276,20,8.993457335198224,6.787732562545785e-10,1
119,11.9,4.449679426803071e-05,20,8.993396824784352,2.366138537045883e-09,1
120,12.0,2.167849276527681e-05,20,8.993396824784352,2.205973296810681e-09,1
121,12.100000000000001,1.0837855116914994e-05,20,8.993336314377572,1.2459542750790118e-09,1
122,12.200000000000001,5.467800181326992e-06,20,8.993336314377572,7.686290919058699e-10,1
123,12.3,0.0,20,8.993336314377572,2.2458711608243103e-09,1
124,12.4,0.006296193104723953,20,8.992974000835888,1.4235450296122677e-09,1
125,12.5,5.684787650297676e-06,20,8.992641443580533,4.6508551711827417e-10,1
126,12.600000000000001,1.1939801439222103e-06,20,8.992641443580533,2.7727515170707393e-08,1
127,12.700000000000001,1.5202372357350706e-06,20,8.992641443580533,2.8854562186187455e-09,1
128,12.8,9.845356125648967e-07,20,8.992641443580533,3.20073283985535e-09,1
129,12.9,0.0,20,8.992641443580533,2.1163511024858407e-09,1
130,13.0,0.013208272313993047,20,8.992036590396351,1.18234355528001e-09,1
131,13.100000000000001,1.0317550395505202e-05,20,8.99164352359304,1.2424906847150383e-09,1
132,13.200000000000001,5.252762252752197e-07,20,8.99164352359304,2.7487894364616596e-09,1
133,13.3,1.550208571852885e-06,20,8.99164352359304,3.042301021481192e-08,1
134,13.4,1.113865031151995e-06,20,8.99164352359304,9.577431859488197e-10,1
135,13.5,0.0,20,8.99164352359304,1.7196203750266836e-09,1
136,13.600000000000001,0.0130539509668457,20,8.991038921281252,3.0317685527628735e-09,1
137,13.700000000000001,1.0192729555480643e-05,20,8.990645855300764,2.1770684132196313e-09,1
138,13.8,5.007549127780427e-07,20,8.990645855300764,1.044913192103493e-09,1
139,13.9,1.5826030183561691e-06,20,8.990645855300764,1.707506084309925e-10,1
140,14.0,1.132256787110613e-06,20,8.990645855300764,2.0958606647482073e-09,1
141,14.100000000000001,0.0,20,8.990645855300764,2.370553644803344e-09,1
142,14.200000000000001,0.013051186706495842,20,8.99001124893993,1.4945260435162674e-09,1
143,14.3,1.0189683932117412e-05,20,8.989648189111016,2.4697121601038066e-10,1
144,14.4,5.081551907353338e-07,20,8.989648189111016,1.906530847528958e-09,1
145,14.5,1.584365215153748e-06,20,8.989648189111016,1.942046292180478e-09,1
146,14.600000000000001,1.111130758988431e-06,20,8.989648189111016,1.5148965892837159e-09,1
147,14.700000000000001,0.0,20,8.989648189111016,7.85032742719439e-08,1
148,14.8,0.013083915858416485,20,8.989013334421506,1.2379384920379467e-09,1
149,14.9,1.0212478799689536e-05,20,8.988620270111408,2.7246687713958825e-09,1
